ID,Name,URL,Personality
95,Mummy Giraffe,https://peppapig.fandom.com/wiki/Mummy_Giraffe,Mummy Giraffe seems to be like the other mothers in the series.
96,Grandpa Girraffe,https://peppapig.fandom.com/wiki/Grandpa_Giraffe,"Grandpa Giraffe is shown to be caring, since he made tea for everyone at the antique shop. He is also shown to be a good seller after he offered Daddy Pig a complete set of old books from the time period of 1956, which he bought."
97,Molly Mole,https://peppapig.fandom.com/wiki/Molly_Mole_(character),TBA
98,Daddy Mole,https://peppapig.fandom.com/wiki/Daddy_Mole,No description available
99,Mr. Lion,https://peppapig.fandom.com/wiki/Mr._Lion,"Mr. Lion is shown to be kind and caring towards his friends, as seen in his debut episode where he generously gave Peppa and her friends lunch boxes. His position at the zoo as zookeeper indicates that Mr. Lion has a love for animals."
100,Peggi and Pandora Panda,https://peppapig.fandom.com/wiki/Peggi_and_Pandora_Panda,No description available
101,Leo Lion,https://peppapig.fandom.com/wiki/Leo_Lion,"Leo Lion is Suzy's friend, created in the episode ""Pretend Friend"". His personality isn't fully defined as he is made up by Suzy, Peppa, George, Mummy Pig and Daddy Pig as they go along. Though it is said he likes dress up and jumping in muddy puddles. He might also have a short temper, as seen when he roars at George for sitting on his chair, but he also has a soft heart as he gives his cake to George as an apology for scaring him."
102,Mrs. Lion,https://peppapig.fandom.com/wiki/Mrs._Lion,TBA
103,Mummy Panda,https://peppapig.fandom.com/wiki/Mummy_Panda,No description available
104,PC Panda,https://peppapig.fandom.com/wiki/PC_Panda,"Police Officer Panda is a hard-working panda. He is caring of his daughters, as seen in The Panda Twins, when he phoned Madame Gazelle to ask how Peggi and Pandora were doing. Though he acts sophisticated, sometimes he may be clueless or uncertain. An example of this is seen in Police Station, when he carelessly drops coins in an underground tunnel. He can also be irresponsible sometimes, as seen in Families, when he turns on the siren in his police car for Mummy Panda and his daughters, despite it not being an emergency. Police Officer Panda works well with Police Officer Squirrel female."
105,Mummy Mouse,https://peppapig.fandom.com/wiki/Mummy_Mouse,She is very caring.
106,Larenzo Lion (character),https://peppapig.fandom.com/wiki/Larenzo_Lion_(character),Larenzo is kind-hearted friendly and playful.
107,Daddy Mouse,https://peppapig.fandom.com/wiki/Daddy_Mouse,"Daddy Mouse is a caring and inclusive dad, as seen in Familes, when he plays ball with Mandy and her mummy."
108,Mummy Llama,https://peppapig.fandom.com/wiki/Mummy_Llama,"Mummy Llama is kind and caring, and always worries for Lotte. She is sweet and gentle towards children when she is seen talking to Peppa after she tells her she can speak full German. Mummy Llama also has a sense of humor as revealed when she was seen laughing at Daddy Pig when he admitted that he spoke the wrong German words when asking for petrol in a foreign country. It can be inferred that she is social and enjoys spending time with others."
109,Mandy Mouse,https://peppapig.fandom.com/wiki/Mandy_Mouse_(character),"Most episodes show her as a cheerful, playful, friendly, energetic, kind-spirited and friendly girl. She’s also quite smart due as she explains certain things her friends such as getting married in the episode ""Mr. Bull Is Getting Married!""."
111,Doctora Polar Bear,https://peppapig.fandom.com/wiki/Doctor_Polar_Bear,"Doctor Polar Bear is caring, polite, and sweet to children, making her a good pediatrician. She supports people's interests and always knows how to lighten up the mood. She is also an honest person, as revealed in Health Check, when she admitted to liking broccoli ""a little bit."" In Igloo, she compliments the pig family's igloo, which shows her kindness. Doctor Polar Bear is very social and likes to participate in the activities that her friends do."
112,Mummy Polar Bear,https://peppapig.fandom.com/wiki/Mummy_Polar_Bear,"Mummy Polar Bear is a kind and caring mother. She supports Penny and always tries to accommodate her, and she enjoys making her and Doctora Polar Bear their favorite food: spaghetti. In the Clubhouse Saga, she participates in the children's games to cheer Penny up. In Igloo, she praises the pig family's igloo, which shows her kindness towards other people as well. Mummy Polar Bear has a similar personality to Doctora Polar Bear."
113,Madame Gazelle,https://peppapig.fandom.com/wiki/Madame_Gazelle,"Madame Gazelle is kindhearted, inclusive, brave, and outgoing. She cares about her children and always tries to accommodate them, and she often tells them stories about teaching their mummies and daddies when they were little. In Mr. Bull is Getting Married!, Madame Gazelle notifies the town to help out Mr. Bull when she discovers that he is getting married. In Numbers, she includes Daddy Pig in their activity when he shows up to playgroup too early, and in School Camp, she sings to the children when they cannot sleep at night. She is also lazy, as seen in Kiddie Workout!, when she initially refuses to exercise. Despite being a nice teacher, Madame Gazelle can sometimes be stern. An example of this can be seen in Move to Music, when she refuses to make the radio ""go wrong again."" She can also become snappy and impatient when she cannot do something. This is seen in The Panda Twins, when she is unable to find her phone in the classroom."
114,Simon Squirrel,https://peppapig.fandom.com/wiki/Simon_Squirrel,"Simon seems to be fooled easily, shown when Peppa tricked him into saying ""yes"" on the first question (do you want to play, then) in the Yes No game. This is also shown when Peppa, George, Chloé and Belinda surprised him by jumping out of the bush they were hiding in. And they listen the song ""Head, Shoulders, Knees & Toes""."
115,Dra Hamster,https://peppapig.fandom.com/wiki/Mrs._Hamster,"Mrs. Hamster is a gentle and kind caretaker who loves animals. She knows many things about them and is well-respected by others. She appears to be soft-spoken and speaks with a Northern England accent. When she's not treating animals, Doctor Hamster can often be found looking for Tiddles, who escapes carelessly and likes to climb trees unattended. She is very wise and knows how to handle situations involving animals. Her exhaustion in treating pets is revealed in A Day with Doctor Hamster, where she closes her office to those still in the waiting room due to her lack of energy to continue working. She enjoys talking to children like Peppa and her friends and sometimes visits the playgroup to talk about animals."
116,Lotte Llama,https://peppapig.fandom.com/wiki/Lotte_Llama,"Lotte is a kind and friendly llama. When she sees Peppa watching her, she goes and says hi to her. She talks to the children and answers all their questions, which proves her friendliness and kindness. Lotte is also quite proud of being able to speak German and is also a good teacher because all the children knew how to speak basic German by the end of the episode at playgroup. She also has a way of making things fun, like during recess, she showed the children a fun way of learning German numbers by playing hopscotch. Even though she enjoyed the attention, Lotte was a bit shy at first to see all the new children and at a new playgroup, but she was quick to open up to everyone."
117,Police Officer Squirrel,https://peppapig.fandom.com/wiki/Police_Officer_Squirrel,"Police Officer Squirrel female is a hard worker, working in the police force alongside Police Officer Panda."
118,Gretel Gazelle,https://peppapig.fandom.com/wiki/Gretel_Gazelle,"She and her sister Greta are kind and sweet. When their teacher sister Madame Gazelle is in a negative situation, she seems to get worried about her. The sisters also love playing rock music."
119,Mr Hamster,https://peppapig.fandom.com/wiki/Mr_Hamster,No description available
120,Mr Wallaby,https://peppapig.fandom.com/wiki/Mr._Wallaby,"Mr. Wallaby is very polite, friendly, and understanding. In Boomerang, when Daddy Kangaroo demonstrates how to throw a boomerang, he accidentally smashes one of Mr. Wallaby's windows, to which Mr. Wallaby assures is okay. Daddy Pig then has a go with throwing the boomerang, but ends up smashing another one of his windows. Mr. Wallaby then demonstrates how to throw the boomerang, but ends up smashing his last window, leaving him speechless. Daddy Kangaroo reacts to this hastily, apologizing but assuring that they must go. Mr. Wallaby immediately forgives them, despite the damages he must pay for his broken windows."
121,Mr. Pademelon,https://peppapig.fandom.com/wiki/Background_Characters#Mr._Pademelon,No description available
122,Mr. Buffalo,https://peppapig.fandom.com/wiki/Mr._Buffalo,Mr. Buffalo is shown to be kind and helpful as shown when he points the points the pigs in the right direction to Hollywood.
123,Mr. Hyrax,https://peppapig.fandom.com/wiki/Mr._Hyrax,"Mr. Hyrax is very distinctive and likes to play by the rules. In Jukebox, he was hesitant when Grampy Rabbit entered the sailing clubhouse without a membership card, and in Grandpa Pig's Birthday, he was confused by Peppa's requests but accommodated them. He is also a softie, as seen when he let the pig family into TV land even though they weren't supposed to be in the studio."
124,Mrs Crocodile,https://peppapig.fandom.com/wiki/Mrs._Crocodile,"Mrs. Crocodile is responsible, caring, and helpful. In The Zoo, she introduced the penguins to the children and let them watch her feed them. In Canoe Trip, she offered to push the pig family's boat due to the strong current. In Clubhouse Adventure, she and Mr. Lion look for the penguins and encourage the children to help them. Though she often means well, Mrs. Crocodile can sometimes be quite frightening. In The Zoo, there is a running gag with her hinting at wanting to eat Madame Gazelle, and in Canoe Trip, she startles Mummy Pig by jumping out of the water and splashing water into her face."
125,Greta Gazelle,https://peppapig.fandom.com/wiki/Greta_Gazelle,"She and her sister Gretel are kind and sweet. When their teacher sister Madame Gazelle is in a negative situation, she seems to get worried about her. The sisters also love playing rock music."
126,Mrs. Poodle,https://peppapig.fandom.com/wiki/Background_Characters#Mrs._Poodle,No description available
127,Mrs. Hippopotamus,https://peppapig.fandom.com/wiki/Background_Characters#Mrs._Hippopotamus,No description available
128,Mr. Bison,https://peppapig.fandom.com/wiki/Mr._Bison,No description available
129,Mr Potato,https://peppapig.fandom.com/wiki/Mr._Potato,He is quite friendly and he is steadfast on healthy goals for children.
130,Pirate,https://peppapig.fandom.com/wiki/Pirate,TBA
131,Super Potato,https://peppapig.fandom.com/wiki/Super_Potato_(character),"Super Potato is liked by all the children. He has a show were he tells children to eat fruits and vegetables. He also has many movies like ""Vegetables in Space"", he is seen telling children to eat fruits and vegetables just like his show. Although very popular, Hashbrown got more attention in Hollywood making him a little jealous."
132,Signor Stag,https://peppapig.fandom.com/wiki/Signor_Stag,TBA
133,Father Christmas,https://peppapig.fandom.com/wiki/Father_Christmas_(character),No description available
134,The Queen,https://peppapig.fandom.com/wiki/The_Queen_(character),"The Queen is polite, kind, and caring. In The Queen, she was calm but a little bit excited to see Peppa and her friends. She didn't mind being asked questions by them and enjoyed being complimented about her palace. She likes to knit and take nature walks in her free time. At first, the Queen found mud and getting dirty unpleasant but changed her mind after Peppa introduced her to jumping in muddy puddles. The Queen respects people who work hard, as seen in the Queen, when she awarded Miss Rabbit a medal for her numerous, 24-hour community jobs in Peppatown. She is shown to be fond of Miss Rabbit and befriends her in The Queen. The Queen is proud of her city, London, and kindly offers to take Miss Rabbit and the children on a tour of London herself. She is brave and willing to take risks, as seen in London, when she managed to launch a heavy bus over a split-up bridge. The Queen enjoys having a good time and is often willing to help those she cares for."
135,Mr. Scarecrow,https://peppapig.fandom.com/wiki/Mr._Scarecrow_(character),"Mr. Scarecrow is a scarecrow made by Peppa Pig, George, Granny Pig, and Grandpa pig who is good at scaring birds from grandpa's plants."
136,Mademoiselle Potato,https://peppapig.fandom.com/wiki/Mrs._Potato,No description available
137,Banana,https://peppapig.fandom.com/wiki/Banana,No description available
138,Mrs Carrot,https://peppapig.fandom.com/wiki/Mrs._Carrot,Mrs. Carrot is the wife of Mr. Potato.
139,Little Sprout,https://peppapig.fandom.com/wiki/Little_Sprout,"He seems quite mischievous and ""cheeky"", playing peekaboo in Mr. Potato's Christmas Show."
140,Tomato,https://peppapig.fandom.com/wiki/Tomato,No description available
141,Sweet Cranberry,https://peppapig.fandom.com/wiki/Sweet_Cranberry,"Not much is known about Sweet Cranberry, but she has been shown to be fairly nice and caring, particularly to Little Sprout."
142,Lotte,https://peppapig.fandom.com/wiki/Lotte_Llama,"Lotte is a kind and friendly llama. When she sees Peppa watching her, she goes and says hi to her. She talks to the children and answers all their questions, which proves her friendliness and kindness. Lotte is also quite proud of being able to speak German and is also a good teacher because all the children knew how to speak basic German by the end of the episode at playgroup. She also has a way of making things fun, like during recess, she showed the children a fun way of learning German numbers by playing hopscotch. Even though she enjoyed the attention, Lotte was a bit shy at first to see all the new children and at a new playgroup, but she was quick to open up to everyone."
143,Penny Polar Bear,https://peppapig.fandom.com/wiki/Penny_Polar_Bear,"Penny Polar Bear is kindhearted and inclusive to others. She enjoys sharing her thoughts and opinions and also likes to give compliments. In Weather Station, she shares how she likes snowy weather the best, and in Families, she shares about her family. In Igloo, she compliments Peppa on her built igloo. However, she can also be argumentative at times, as seen in Playgroup Garden, where she, Danny, and Peppa get into a fight regarding which of their sunflowers are the tallest."
144,Funny Onion,https://peppapig.fandom.com/wiki/Funny_Onion_(character),No description available
145,Dino Roar,https://peppapig.fandom.com/wiki/Dino_Roar,No description available
146,Grandpa Pig's Robot,https://peppapig.fandom.com/wiki/Grandpa_Pig%27s_Robot,No description available
147,Suzy,https://peppapig.fandom.com/wiki/Suzy_Sheep,"Suzy Sheep is kind, caring, supportive, and inclusive, which makes her a good friend. In Flying on Holiday, she rings the doorbell multiple times hoping to see Peppa home from her vacation. In Pumpkin Competition, when the playgroup must start an evening pumpkin contest without Peppa, Suzy expresses sadness. However, in School Camp, Suzy asks to camp with the other girls from playgroup instead of Peppa, and near the end of the episode, she becomes scared after hearing an owl near her tent and rushes to Madame Gazelle's tent without telling Peppa. She has a bossy side, which can be seen in multiple episodes. In Chatterbox, she bullies Peppa over not being able to be silent, and argues with the playgroup in International Day. She is easily annoyed and likes to take control of situations. In When I Grow Up, Suzy shares that she would like to be a nurse to help sick people get better, and also to tell people what to do. She communicates by using M's instead of B's while bleating."
148,Gabriella,https://peppapig.fandom.com/wiki/Gabriella_Goat,"Gabriella is a kindhearted and friendly goat. This is seen in Holiday in the Sun, when she introduces herself to the pig family and teaches them, specifically Peppa, about Italian traditions, such as what they like to eat. She helps Peppa choose a postcard to write to Goldie when she hears that she misses her. Later on in the episode, after the pig family leave the local village, Gabriella tells her father that Peppa forgot Teddy. She kindly gives Teddy to a police officer, who returns it to her. In The End of the Holiday, Gabriella waves the pig family goodbye as they leave the vacation house. She also discovers once again that Peppa forgot Teddy, and she gives it back to the police officer, who returns it back to Peppa."
149,Ms Pineapple,https://peppapig.fandom.com/wiki/Ms._Pineapple,No description available
150,Miss Rabbit,https://peppapig.fandom.com/wiki/Miss_Rabbit,"Miss Rabbit is a kind and polite person, who always works very hard, on each of her many jobs."
151,Mrs. Badger,https://peppapig.fandom.com/wiki/Mrs._Badger,"Mrs. Badger is kind, patient, and sweet to children, as seen in The Petting Farm. She enjoys spending time with animals, being a farmer, and singing. Mrs. Badger is a persuasive seller, as seen when she tries to convince Mummy and Daddy Pig to buy her guinea pigs."
152,Mr. Raccoon,https://peppapig.fandom.com/wiki/Mr._Raccoon,No description available
